id,account_id,active_topics,bps_plan,decline_rate,purchased_posts,declined_posts,last_purchase_at,other_info,plan_words,plan_name,primary_industry,queued_posts,submitted_posts,preferred_writers,state,recently_started_on,recently_canceled_on,current_lifetime_days
16298,27350,0,Content,0.21428571428571427,11,3,2018-06-13T00:00:00.000-06:00,The business is located in the Permian Basin. You can get all of their information on their website. We want these blogs to be informative and easy to read. ,300,Basic - 300 words,Home Repair & Home Maintenance,0,14,18,active,2018-02-20T00:00:00.000-07:00,,136
16299,26373,0,Content,0.26666666666666666,22,8,2018-07-04T00:00:00.000-06:00,"The caregivers are not medically trained and will not do medical services. They will do chores, give rides, play games, do shopping, take for a walks, bath, dress, light housework and companionship services for their patients.",600,Basic - 600 words,Senior Services,1,31,4,active,2018-02-20T00:00:00.000-07:00,,136
16302,27435,2,+Photo,,0,0,,I am not a business but a private person ,600,Basic - 600 words,Marketing & Advertising,2,2,0,expired,2018-02-21T00:00:00.000-07:00,2018-04-10T00:00:00.000-06:00,59
16304,27215,0,Content,0.0,9,0,2018-07-05T00:00:00.000-06:00,"AT WESTCHESTER CARPENTRY, WE WORK TO EXCEED OUR CUSTOMER’S EXPECTATIONS.
Looking to have a larger job done? I can help!

I am also a partner at Premier HD Construction, a local Westchester construction company focusing mainly on larger projects like kitchen renovations, bathroom renovation, home additions and renovation, new home construction, etc.

You can count on me and my team to deliver the carpentry solution you need. We pride ourselves on our carpentry skills and craftsmanship.

We’re a local, family-owned and operated business, with the ability to scale our offerings to meet the needs of jobs of all sizes. From small one-off tasks to custom built-ins designed from the ground up, we have the team to meet your vision.

Westchester Carpentry provides home and property owners throughout Westchester County with the finest carpentry services available. Our company has been built upon the foundation of our reputation.

Today, Westchester Carpentry is known for our dedication to our customers and the quality of the work we complete. Our woodworking skills and home-grown professionalism set us apart from the competition.",300,Basic - 300 words,Construction,1,10,11,active,2018-02-21T00:00:00.000-07:00,,135
16305,16772,1,Content,0.1,9,1,2018-06-28T00:00:00.000-06:00,"
Please check out http://blog.armstrongatknox.com/ for inspiration for these posts

This blog is for apartments located in Dallas, Texas in the neighborhood of Preston Hollow located in north Dallas.

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. 

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail about the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

**Do not use the words “tenant” and “complex”. Instead, use ""resident"" or ""community""
**Do not write about anything with a religious affiliation",300,Basic - 300 words,Real Estate (Residential),5,16,86,active,2018-02-21T00:00:00.000-07:00,,135
16308,20765,6,Content,0.0,4,0,2018-03-29T00:00:00.000-06:00,,600,Basic - 600 words,Home Repair & Home Maintenance,1,13,27,expired,2018-02-21T00:00:00.000-07:00,2018-04-19T00:00:00.000-06:00,59
16309,27439,1,BlogMutt Complete,0.0,2,0,2018-04-04T00:00:00.000-06:00,"We are looking for references to back up what we are trying to describe. For example, in the first blog I want to demonstrate that the utilization of employees is lower than the utilization of a contractor and would like stats or metrics to back this up. I want to analyze the total cost of the employee and how that relates to what the cost of a contractor needs to be in order to be competitive. 

In any of our blogs, all references should be within the US. We are not a global company and even though our competition is outsourcing, we should never bring that up unless we do a specific blog on that topic.

",1000,Basic - 1000 words,Business Consulting,1,5,10,expired,2018-02-22T00:00:00.000-07:00,2018-04-10T00:00:00.000-06:00,59
16310,16772,1,Content,0.37037037037037035,17,10,2018-06-27T00:00:00.000-06:00,"This blog is for apartments located in Lake Forest, IL.

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. 

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail about the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

**Do not use the words “tenant” and “complex”. Instead, use ""resident"" or ""community""
**Do not write about anything with a religious affiliation",300,Basic - 300 words,Real Estate (Residential),5,32,86,active,2018-02-21T00:00:00.000-07:00,,135
16313,25822,0,Content,0.0,3,0,2018-04-27T00:00:00.000-06:00,"https://www.homeadvisor.com/ is the main competitor and we will be advertising across North America.

some other competitors:
https://www.homeserviceleads.pro/
https://www.homeimprovementleads.com/",300,Basic - 300 words,Home Repair & Home Maintenance,0,3,24,expired,2018-02-21T00:00:00.000-07:00,2018-05-18T00:00:00.000-06:00,89
16314,19637,12,Content,0.0,4,0,2018-03-22T00:00:00.000-06:00,,1000,Basic - 1000 words,Other,8,15,2,expired,2018-02-22T00:00:00.000-07:00,2018-03-09T00:00:00.000-07:00,28
16315,27442,2,Content,0.0,8,0,2018-05-29T00:00:00.000-06:00,,600,Basic - 600 words,Software,2,10,0,expired,2018-02-22T00:00:00.000-07:00,2018-06-22T00:00:00.000-06:00,123
16319,27445,0,Content,0.0,1,0,2018-02-28T00:00:00.000-07:00,"Please never link to competitor articles, resources or posts.

",1000,Basic - 1000 words,Software,1,2,1,expired,2018-02-26T00:00:00.000-07:00,2018-02-27T00:00:00.000-07:00,28
16320,24856,4,Content,0.25,3,1,2018-05-17T00:00:00.000-06:00,"Our Philosophy:
Epica will inspire and delight its customers with high-quality, elegant, Italian handcrafted products that inspire creativity among its users. Epica will strive to maintain a strong connection to its Italian heritage while also offering a modern/convenient online experience via the world's very highest quality journals and albums. Epica strives to elicit a truly personal experience through its hand-crafted products and personalization for a lasting impression.

Visual Tone and Voice: 
The Epica brand represents quality, Italian craftsmanship, elegance and creative inspiration.  These are the voices that should be conveyed throughout all visual and textual communications.  Whether on our website, social media, specific Ad campaigns or through the presentation of the product itself, the online shopping experience should represent these thematic elements throughout.One of the most unique and important themes to convey through visual and text communications is Epica’s Italian heritage.  Transport our audience to Italy –Florence, which more specifically lies in the heart of Tuscany, is the home of quality bookmaking, hand-cut paper and leather artisans. Florence is known the world over for its quality leather and paper products.  The symbol for the city of Florence is the fleur de lis, which is why Epica uses it as part of its brand image. Florence is also known as the center for the Italian Renaissance, it’s intimately connected with the birth of creative inspiration and expression.Epica products have a visually aesthetic character that is enhanced tactilely- through both touch and smell. Obviously, this is limited by e-commerce, which puts an added burden on marketing to convey the tactile experience visually.  Keep this in mind as you endeavor to express Epica’s unique benefits.

95% of our customers are in the USA.
Up to half of all purchases are meant as gifts.",1000,Basic - 1000 words,E-commerce,2,7,4,active,2018-02-22T00:00:00.000-07:00,,134
16321,27446,2,Content,0.0,4,0,2018-06-04T00:00:00.000-06:00,"We love data-driven posts that include statistics to prove our point (as long as the stats are from reputable sources and no more than 2-3 years old). Please don't use wikipedia or other open-source sites as a source. 

We have 4 offices located throughout the country. 

We're customer focused. We believe the key to success is keeping customers happy--reducing effort, giving them the tech they want, and helping resolve friction points from our clients' processes. ",600,Basic - 600 words,Accounting & Finance,1,5,2,active,2018-03-09T00:00:00.000-07:00,,119
16322,27447,1,Content,0.14285714285714285,6,1,2018-04-05T00:00:00.000-06:00,"I'm targeting all nonprofits, charities, museums, libraries to gain a reputation as a digital marketing subject matter expert. Currently, I work for a nonprofit (TechSoup.org) that is the largest philanthropy donation program, providing technology donations to the nonprofit sector. As we build out our service offerings, SEO and SEM are a great opportunity to help them. Content is a great way to gain credibility.",600,Basic - 600 words,Non-profit,1,8,3,active,2018-02-23T00:00:00.000-07:00,,133
16325,13003,6,Content,0.09090909090909091,10,1,2018-07-02T00:00:00.000-06:00,Looking for more general information; less location or company specific,300,Annual Basic - 300 words,Home Repair & Home Maintenance,8,19,0,active,2018-02-23T00:00:00.000-07:00,,133
16331,27455,0,Content,0.0,1,0,2018-03-14T00:00:00.000-06:00,,2000,Basic - 2000 words,Software,0,1,1,expired,2018-02-24T00:00:00.000-07:00,2018-03-20T00:00:00.000-06:00,28
16333,27457,0,Content,0.16666666666666666,5,1,2018-04-21T00:00:00.000-06:00,"I offer family photography, maternity photography, engagement photography and wedding and elopement photography in Maui, Hawaii

The photography style is natural, documentary and organic
",600,Basic - 600 words,Photography,0,6,2,active,2018-02-25T00:00:00.000-07:00,,131
16335,22916,0,Content,0.4,3,2,2018-05-10T00:00:00.000-06:00,,300,Basic - 300 words,Interior Decoration,0,5,28,active,2018-02-25T00:00:00.000-07:00,,131
16336,22916,1,Content,0.25,3,1,2018-05-10T00:00:00.000-06:00,,300,Basic - 300 words,Food & Nutrition,2,6,28,active,2018-02-25T00:00:00.000-07:00,,131
16337,27459,2,Content,0.0625,15,1,2018-03-26T00:00:00.000-06:00,"The areas we service have a lot of companies offering golf cart rentals. Most of them are offering other types of rentals (like bicycles, scooters, beach chairs, etc). We are exclusively offering street legal golf cart rentals and want to build a body of content that exhaustively covers every aspect of reading golf carts in these communities.

Our tactic is to create content about these communities in reference to the opportunities having a street legal golf cart will provide to them while on vacation.

We want to address questions, concerns, apprehensions, objections that someone not familiar with the area would have.",300,Basic - 300 words,Travel,5,21,2,active,2018-02-25T00:00:00.000-07:00,,131
16342,27464,1,+Optimize,1.0,0,1,,,2000,Basic - 2000 words,E-commerce,0,1,1,expired,2018-02-26T00:00:00.000-07:00,2018-03-29T00:00:00.000-06:00,31
16344,27394,0,Content,0.0,1,0,2018-03-06T00:00:00.000-07:00,My business is located in Colorado. Local references to businesses and blogs are welcome. ,300,Basic - 300 words,Other,0,1,8,expired,2018-02-26T00:00:00.000-07:00,2018-03-19T00:00:00.000-06:00,28
16345,27394,1,Content,0.0,5,0,2018-05-07T00:00:00.000-06:00,My business is located in Colorado. Please feel free to include Colorado references to help with local SEO. ,300,Basic - 300 words,Other,9,14,8,active,2018-02-26T00:00:00.000-07:00,,130
16346,27394,1,Content,0.0,5,0,2018-05-07T00:00:00.000-06:00,,300,Basic - 300 words,Other,2,8,8,expired,2018-02-26T00:00:00.000-07:00,2018-05-07T00:00:00.000-06:00,89
16350,27470,1,+Optimize,0.5,4,4,2018-06-27T00:00:00.000-06:00,I'm targeting CEOs and CMO who would be interested in hiring someone like me...a strategic marketing communications professional.,1500,Basic - 1500 words,Marketing & Advertising,1,10,1,active,2018-03-01T00:00:00.000-07:00,,127
16352,27472,0,Content,0.14285714285714285,6,1,2018-06-15T00:00:00.000-06:00,,600,Basic - 600 words,Marketing & Advertising,0,7,2,canceled,2018-02-26T00:00:00.000-07:00,2018-06-15T00:00:00.000-06:00,130
16353,27473,0,+Optimize,0.0,2,0,2018-04-10T00:00:00.000-06:00,Please never link to sites with ads that are inappropriate for our audience. Always include: Member FDIC. Equal Housing Lender. We have 6 offices in very diverse areas.,600,Basic - 600 words,Accounting & Finance,0,2,0,expired,2018-03-02T00:00:00.000-07:00,2018-04-02T00:00:00.000-06:00,61
16354,27350,0,Content,0.4666666666666667,8,7,2018-06-14T00:00:00.000-06:00,"We will be doing a mix of commercial and residential moving tips. So when they are commercial, we can target HR manager types. Residential will be the homeowner. ",300,Basic - 300 words,Other,0,15,18,active,2018-02-26T00:00:00.000-07:00,,130
16355,27350,0,Content,0.5555555555555556,4,5,2018-06-01T00:00:00.000-06:00,"When writing for Overhead Door of the Permian Basin™ - It always needs to be trademarked. There is another company that is called overhead door but they are a copy cat. We are The Genuine, The Original, Overhead Door Company. 

Overhead Door of the Permian Basin and San Angelo are owned by the same person. We have done the same content in the past however, it needs to be different now. Just so you know. ",300,Basic - 300 words,Home Repair & Home Maintenance,0,9,18,active,2018-02-26T00:00:00.000-07:00,,130
16357,27350,0,Content,0.3333333333333333,4,2,2018-06-01T00:00:00.000-06:00,"When writing for Overhead Door of San Angelo™ - It always needs to be trademarked. There is another company that is called overhead door but they are a copy cat. We are The Genuine, The Original, Overhead Door Company. 

Overhead Door of the Permian Basin and San Angelo are owned by the same person. We have done the same content in the past however, it needs to be different now. Just so you know. ",300,Basic - 300 words,Home Repair & Home Maintenance,0,6,18,active,2018-02-26T00:00:00.000-07:00,,130
16358,27476,3,+Photo,1.0,0,1,,"We are a startup with literally 5 months of funding and going up against a giant. 
http://www.sage.com/za/newsroom/sage-hr-and-payroll 
We are agile, fast and have a shit load of experience and going to tap into a market they have never exploited. Based in Gauteng, SouthAfrica but will be pushing content out to the whole South Africa and probably Africa within 1 month. 

We want to have an image of being relevant and that we listen to the market. Each article or blog should add value. 

We are in the training game, meaning our blogs would be relevant to the content we are creating. 2 blogs per month for content and 1 a relevant cool topic. ",300,Basic - 300 words,Education,2,3,0,expired,2018-03-21T00:00:00.000-06:00,2018-03-23T00:00:00.000-06:00,31
16363,27480,3,+Optimize,0.42105263157894735,11,8,2018-07-02T00:00:00.000-06:00,"Please never link or reference any competitor in the business music industry such as Mood Media, Muzak, DMX, PlayNetwork, Sirius/XM.",600,Basic - 600 words,Entertainment & Gaming,2,21,6,expired,2018-02-27T00:00:00.000-07:00,2018-07-02T00:00:00.000-06:00,127
16364,27481,0,+Optimize,0.24,19,6,2018-06-14T00:00:00.000-06:00,"We are located in Mpls, but we travel for big activations all over the US

***Any instructions to add photos or links to photo albums are for BlogMutt staff members only, not writers.***",300,Basic - 300 words,Photography,0,25,3,active,2018-03-03T00:00:00.000-07:00,,125
16366,27483,0,Content,0.20833333333333334,19,5,2018-07-05T00:00:00.000-06:00,"The Erie area is pretty saturated with ""photographers""  who will photograph anything at a cheap price. We are exclusively wedding and portraits and want to serve middle to higher end clients.. 
We want to showcase our talents and also highlight venues in the Erie and Pittsburgh markets. With an emphasis on the Erie market as we are looking to shoot more in Erie and less in Pittsburgh.",450,Basic - 450 words,Photography,0,24,6,active,2018-02-27T00:00:00.000-07:00,,129
16367,27185,0,Content,0.2,4,1,2018-06-27T00:00:00.000-06:00,,300,Basic - 300 words,Home Repair & Home Maintenance,0,5,0,active,2018-03-06T00:00:00.000-07:00,,122
16368,20431,1,Content,0.0,11,0,2018-07-02T00:00:00.000-06:00,"I consider myself a realpreneur. In the noisy online space, there are too many people trying to pass as business coaches and strategists, yet have no real world background. I need to set myself apart...show that I know my stuff and have the experience and the chops to back it up. ",1000,Basic - 1000 words,Business Consulting,1,12,12,active,2018-02-27T00:00:00.000-07:00,,129
16371,27485,0,BlogMutt Complete,0.0,4,0,2018-05-07T00:00:00.000-06:00,"Luxury Buys Today is a start-up online luxury magazine.  There are more than 20 luxury brands under 4 product categories which we will present each luxury news, events, and promotions for wealth consumers who subscribe.  The 4 categories are Home Decor, Auto, Properties, & Fashion. To launch our online publication we need custom articles which establishes Edgar Broyhill as an ""Authority"" on Style, Design, Quality, and Value for each product category mentioned.  So if 3-4 pictures are submitted with a general theme described for a new BLOG article compose it as if Edgar Broyhill is writing it as Luxury Buys Today publisher. Focus on STYLE, COMFORT, QUALITY, & VALUE as it pertains to the Lifestyle and general product item projected in the pictures. Do not mention in these articles a particular BRAND since the article written will appear as the lead presentation for the entire line up of brands in a specific product category.",1000,Basic - 1000 words,Retail,0,4,11,expired,2018-04-08T00:00:00.000-06:00,2018-05-22T00:00:00.000-06:00,61
16374,23630,1,Content,0.0,4,0,2018-06-01T00:00:00.000-06:00,,300,Basic - 300 words,Construction,2,6,0,active,2018-02-28T00:00:00.000-07:00,,128
16377,26059,3,Content,0.0,13,0,2018-06-19T00:00:00.000-06:00,"The Pujol Law Group is a dedicated and professional, Residential and Commercial Real Estate Attorney Group, with full Title and Closing Services. With over two decades of experience, The Pujol Law Group has provided transactional real estate and closing services for clients throughout the South Florida region. Our law offices are set up to provide each client with a wide range of services. We strive to provide each and every client with unparalleled customer service and attention to detail. Pujol Law Group offers closing, title insurance, and all related legal services to buyers, sellers, borrowers or lenders and investors. All of our services are designed to preserve and protect your legal rights. We offer extremely competitive rates.",300,Basic - 300 words,Real Estate (Residential),8,22,9,active,2018-02-28T00:00:00.000-07:00,,128
16378,2707,2,Content,0.14285714285714285,12,2,2018-06-09T00:00:00.000-06:00,"We serve customers all over the world, so the writing should be fitness focused more than location-based. We love quotes from reputable sources, so link to doctors or medical websites when possible. Be sure to avoid other companies that sell products. All our products can be found on Amazon, so we like to tout that in the blogs.",300,Basic - 300 words,Fitness,12,26,0,active,2018-02-28T00:00:00.000-07:00,,128
16383,27494,1,Content,0.125,7,1,2018-05-08T00:00:00.000-06:00,"Wellspace tracks employee wellness in the workforce, with a focus on activity, energy and resilience.

Activity - movement / steps / fitness
Energy - nutrition / energy / sleep
Resilience - mental health / stress / anxiety

Wellspace is a on a mission to revolutionise employee health and wellness in the workplace. Our app and online portal deliver clear-cut, measurable results – enabling you to not only manage employee health, but also return on your investment.

Our wellness programs are fully comprehensive and through the latest technology and secure data collected, wellspace will tailor regular wellbeing workshops, training sessions and events throughout the contract to ensure staff engagement is high, wellbeing knowledge is shared, and support is always available.",300,Basic - 300 words,Healthcare/Medical,2,10,4,active,2018-03-01T00:00:00.000-07:00,,127
16390,27400,0,Content,0.3333333333333333,12,6,2018-06-01T00:00:00.000-06:00,,1500,Basic - 1500 words,Food & Nutrition,0,18,6,expired,2018-03-05T00:00:00.000-07:00,2018-06-08T00:00:00.000-06:00,104
16391,27500,5,+Optimize,0.0,10,0,2018-07-05T00:00:00.000-06:00,We are known for mens pants that fit like no others and are more functional as they are 3d patterns to be able to move like no other pants. The materials are sourced and higher quality then any other mens sportswear company.,600,Basic - 600 words,E-commerce,5,15,2,active,2018-05-09T00:00:00.000-06:00,,58
16393,27502,5,Content,,0,0,,,1000,Basic - 1000 words,Marketing & Advertising,19,22,0,expired,2018-03-01T00:00:00.000-07:00,2018-06-01T00:00:00.000-06:00,92
16396,27505,2,+Optimize,0.4444444444444444,5,4,2018-05-17T00:00:00.000-06:00,"Our camp mission is to build relationships and impact lives for Jesus Christ. We believe we can do this best through outdoor programming and small groups led by devoted counselors.

We're located in Parkville, MO. This is a suburb of Kansas City, MO. We also have 40 traveling day camps around Kansas and Missouri, in addition to our satellite site in Olathe, KS. 

For more information about our activities, and various camps visit HeartlandCamps.org.",450,Annual Basic - 450 words,Non-profit,6,15,2,active,2018-03-12T00:00:00.000-06:00,,116
16399,26450,0,Content,0.0,3,0,2018-04-11T00:00:00.000-06:00,"Active Blogs is a content marketing firm specializing in content marketing and social selling. We produce quality blogs, newsletters, publications, etc. for many B2B companies. As the ""client"" in this scenario, we would like to write about the importance of content marketing and it's value to B2B leaders. ",600,Basic - 600 words,Marketing & Advertising,0,3,0,expired,2018-03-01T00:00:00.000-07:00,2018-04-02T00:00:00.000-06:00,61
16400,27508,0,Content,0.0,9,0,2018-03-13T00:00:00.000-06:00,"We are at a wedding photographer, videographer, DJ company primarily serving brides in the Monterey, California area. We are creating content highlighting other vendors and venues in the area to provide value for our potential brides. Our goal is to be found in a search for branded searched for the venues that we worked at.",600,Basic - 600 words,Photography,0,9,1,expired,2018-03-02T00:00:00.000-07:00,2018-03-08T00:00:00.000-07:00,31
16403,23507,0,Content,0.0,1,0,2018-03-08T00:00:00.000-07:00,,1000,Basic - 1000 words,IT & Data Security,0,1,1,expired,2018-03-05T00:00:00.000-07:00,2018-03-08T00:00:00.000-07:00,31
16410,27518,5,Content,0.3333333333333333,2,1,2018-03-19T00:00:00.000-06:00,I am ok and open.. ,600,Basic - 600 words,E-commerce,0,3,0,expired,2018-03-04T00:00:00.000-07:00,2018-03-29T00:00:00.000-06:00,31
16413,27521,0,Content,,0,0,,,1000,Basic - 1000 words,Other,1,1,0,expired,2018-03-14T00:00:00.000-06:00,2018-03-19T00:00:00.000-06:00,6
16414,27522,4,+Optimize,,0,0,,,1000,Basic - 1000 words,Other,2,3,0,active,2018-03-04T00:00:00.000-07:00,,124
16417,16772,2,Content,0.23809523809523808,16,5,2018-06-29T00:00:00.000-06:00,"This blog is for apartments located in Cranberry, PA located 20 miles northwest of Pittsburgh.

The goal of the blog post is to highlight one or two local events or neighborhood hotspots such as restaurants, shops, etc. in the area as an indirect way of showcasing the apartment community itself. 

Post themes could include best breakfast spots, upcoming festivals within the next month, nearby restaurants etc. 

When choosing an event, pick events that are at least 14 days out from when you submit your post.

If writing about a restaurant - do not just list out menu items and their ingredients. Go into more detail about the atmosphere, fun facts about the restaurant etc.

If writing about a business - do not just list services. Include fun facts, atmosphere, etc.

Link the provided apartment website to a relevant word/phrase. Be sure to include a mention/link to the apartments and end the post with a call-to-action statement (ie: contact us today to learn more!).

**Do not use the words “tenant” and “complex”. Instead, use ""resident"" or ""community""


",300,Basic - 300 words,Real Estate (Residential),4,25,86,active,2018-03-05T00:00:00.000-07:00,,123
16422,27529,9,Content,0.3333333333333333,2,1,2018-03-22T00:00:00.000-06:00,"Lawn Butler is a locally owned and operated landscaping company and has been providing Knoxville's finest landscaping, mulch blowing, lawn care, Irrigation, commercial and residential property maintenance since 1999.
We are very focused on producing the most capable and trained team of employees and are focused on the best customer service you can get. We cover all aspects of landscaping and provide the highest quality services and products. ",600,Basic - 600 words,Landscaping & Home Maintenance,14,17,0,active,2018-03-12T00:00:00.000-06:00,,116
16423,26470,0,Content,0.0,23,0,2018-03-21T00:00:00.000-06:00,"We are looking for consistent, but unique content for the different locations of this franchise. The last two sections we will be creating for each location can be found here:

https://www.100percentchiropractic.com/our-locations/colorado-locations/downtown-colorado-springs/

",500,Basic - 500 words,,0,23,53,expired,2018-03-05T00:00:00.000-07:00,2018-03-26T00:00:00.000-06:00,21
16425,25221,0,Content,0.3333333333333333,4,2,2018-06-11T00:00:00.000-06:00,"General information for copywriters:
The blogs are supposed to be positive and energetic
The purpose is to get people who are looking to modify their vehicle to call Carolina Custom. Please remember to keep the end focus of the blog on this!",600,Annual Basic - 600 words,Automotive,0,6,13,active,2018-03-05T00:00:00.000-07:00,,123
16426,27532,0,Content,0.08333333333333333,11,1,2018-06-26T00:00:00.000-06:00,"Please never use wikipedia. HBR is a great resource for innovative ideas but we don't want to copy them. Our software enables businesses to be agile and get true role transparency, enabling mangers to have open conversations with staff and allowing businesses the ability to see where they can streamline performance and save on the bottom line.

We also bridge the gap of technology and digital tools, so talking about digital innovation, the study of psychology, happiness in the workplace and giving people what they want is important. Also speaking about the wider changes of how people work in this day and age.",300,Basic - 300 words,Human Resources & Talent Acquisition,0,12,4,canceled,2018-03-06T00:00:00.000-07:00,2018-06-11T00:00:00.000-06:00,122
16427,27533,6,+Optimize,0.3,14,6,2018-06-06T00:00:00.000-06:00,"Toplists are good
Inspiring stories
Fashion
Do-good entreprenuers
Self-improvement  in a funny way",1000,Basic - 1000 words,Fashion & Apparel,1,21,0,expired,2018-03-06T00:00:00.000-07:00,2018-05-07T00:00:00.000-06:00,92
16428,27394,2,Content,0.18181818181818182,9,2,2018-05-12T00:00:00.000-06:00,"A minimum of 5 sourced articles per blog. 

Source content should be published in the last 60 days if possible. 

All blogs are instructional in nature.

All content should be fun to read. ",600,Basic - 600 words,Marketing & Advertising,2,13,8,active,2018-03-06T00:00:00.000-07:00,,122
16431,27536,2,Content,1.0,0,2,,"Please don't link to my competitors -other GPO's in the hospitality industry.
We have two offices one in Palm Beach County, FL  and one in  Memphis TN. We serve our cusotmers (members) nationally in the hospitality industry. We are a Procurement Services Organization providing purchasing, procurement national pricing, sourcing for Food Beverage and Other supplies and equipment. our website is Source1Purchasing.com ",600,Basic - 600 words,Hospitality,1,3,0,expired,2018-03-08T00:00:00.000-07:00,2018-04-16T00:00:00.000-06:00,61
16432,26483,0,Content,0.0,2,0,2018-06-02T00:00:00.000-06:00,,2000,Basic - 2000 words,Healthcare/Medical,0,2,4,expired,2018-03-06T00:00:00.000-07:00,2018-06-02T00:00:00.000-06:00,92
16433,27537,2,Content,0.0,4,0,2018-04-20T00:00:00.000-06:00,,300,Basic - 300 words,Other,6,10,0,active,2018-03-07T00:00:00.000-07:00,,121
16436,27539,6,Content,0.0,10,0,2018-06-26T00:00:00.000-06:00,,300,Basic - 300 words,Construction,3,13,0,active,2018-03-07T00:00:00.000-07:00,,121
16440,25349,6,Content,0.0,16,0,2018-07-05T00:00:00.000-06:00,"Twin Cities Appliance Service is an appliance repair service that repairs appliances like washers, dryers, refrigerators, ovens, dishwashers, ovens, and microwaves in the customer's home.  We are looking to generate content that involves repairings appliances, how to get the most out of a specific appliance, appliance recalls, appliance cleaning tips.  We also want to focus on local content for the major city that Fred's Appliance services, Minneapolis, MN.  The local content can be about upcoming community events, places of interest, top 5 lists, etc.",300,Basic - 300 words,Home Repair & Home Maintenance,6,22,5,active,2018-03-08T00:00:00.000-07:00,,120
16448,27550,18,+Optimize,0.3333333333333333,6,3,2018-04-12T00:00:00.000-06:00,"My business is now located in Florida, we came here to the sun & fun & sea & beaches from NYC. We are an online company mostly focused on US market but have increasing international clientele. Although we are in such a very small niche market (Argentine Tango) we are still part of the larger social dance and fashion world. Don't use/quote any of my obvious tango shoe selling competitors, otherwise everything is a go. ",300,Basic - 300 words,Fashion & Apparel,20,32,3,active,2018-03-08T00:00:00.000-07:00,,120
16449,27551,1,+Optimize,0.0,4,0,2018-06-12T00:00:00.000-06:00,"We are located in Nashville, TN so any reference to that would be great!",300,Basic - 300 words,Photography,0,6,0,expired,2018-04-12T00:00:00.000-06:00,2018-05-15T00:00:00.000-06:00,61
16450,27552,4,Content,0.0,8,0,2018-06-27T00:00:00.000-06:00,We don't take a stand on the Affordable Care Act or other industry regulatory issues of the day. We do talk about the impact or necessary preparation for both healthcare providers and suppliers as a result of changes in the industry. ,600,Basic - 600 words,Healthcare/Medical,3,11,3,active,2018-03-09T00:00:00.000-07:00,,119
16451,27553,0,Content,0.0,1,0,2018-03-13T00:00:00.000-06:00,,300,Basic - 300 words,Entertainment & Gaming,0,1,2,expired,2018-03-09T00:00:00.000-07:00,2018-04-24T00:00:00.000-06:00,46
16452,27554,2,Content,0.25,6,2,2018-05-16T00:00:00.000-06:00,"I'm a Queenstown Wedding Photographer specialising in elopements, wedding and fashion editorial photography. Here's a link to the about page: http://www.dawnthomson.co.nz/about/",600,Basic - 600 words,Photography,0,8,2,pending,2018-04-05T00:00:00.000-06:00,2018-05-20T00:00:00.000-06:00,45
